,index,id,title,popularity,tag1,tag2
3590,4401,357096,I Spit on Your Grave III: Vengeance Is Mine,30.47,notadult en horror thriller rape police detective grouptherapy investigation sequel revenge murder torture attemptedrape rapeandrevengeenglish,jennif hill still torment brutal sexual assault endur year ago chang ident citi reluctantli join support group begin piec togeth new life new friend murder goe free tale serial rapist haunt jennif hunt men respons system make pay crime horrif way imagin time juri may abl save
3591,4402,57431,The Sitter,15.517,notadult en comedy newyorkcity subway house babysitter neighbor drop-out duringcreditsstingerenglish,noah typic kind sitter reluct take sit gig rather well anyth els especi involv slack noah watch neighbor kid get booti call girlfriend citi hook noah take street urban adventur spin control find run maniac drug lord
3592,4405,11069,Tremors 2: Aftershocks,22.795,notadult en action horror comedy sciencefiction thriller smalltown stranded creature graboids giantworm oilrefinery seismograph metamorphosis remotecontrolcar hunt gunsenglish spanish,supersuck desert creatur back time south border creatur worm way oil field mexico peopl wrangl veteran earl bassett survivalist burt gummer add team young punk cash fearless scientist critter stand chanc
3593,4406,93,Anatomy of a Murder,15.147,notadult en crime drama mystery adultery jealousy rape basedonnovelorbook courtcase michigan judge hayscode jazz jurors trial lawyer courtroom murdertrial courtroomdramaenglish,michigan lawyer paul biegler take case armi manion murder local innkeep wife claim rape cours extens trial biegler parri district attorney lodwick prosecutor claud dancer set client free case rest victim mysteri busi partner hide dark secret
3594,4407,9272,The Good Son,25.649,notadult en thriller drama parentchildrelationship sadism psychopath sadistic manipulation deception sociopath murder problemchild deceit disbelief lying disbelievingadult psycho nobodybelieves uncovertruth psychopathicenglish,young boy stay aunt uncl befriend cousin age cousin begin show increas sign psychot behavior
3595,4409,454527,Benedetta,19.992,notadult fr drama history romance suicide basedonnovelorbook nun italy basedontruestory trial lesbianrelationship torture mothersuperior lgbt convent(nunnery) plague nunsploitation 17thcentury flagellation peephole visions provocativefrench latin,nun becom entangl forbidden lesbian affair novic benedetta shock religi vision threaten shake church core
3596,4411,74306,God Bless America,17.185,notadult en comedy drama massmurder popculture socialcommentary killingspree duringcreditsstingerenglish,fed cruelti stupid american cultur unlik duo goe kill spree kill realiti tv star bigot other find repugn
3597,4415,10285,Jason Goes to Hell: The Final Friday,29.786,notadult en horror newjersey waitress sadism psychopath camping diner woods murder slaughter serialkiller slasher seriesofmurders hockeymask madman supernaturalhorrorenglish,jason voorhe track blown bit special fbi task forc reborn abil assum ident anyon touch
3598,4417,9560,A Walk in the Clouds,24.721,notadult en drama romance pregnancy worldwarii vineyard love remake harvest grape abandonedwomanenglish,world war ii vet paul sutton fall pregnant unw woman persuad first encount pose husband face famili
3599,4419,9754,Firewall,19.32,notadult en action crime thriller hacker technology blackmail bank seattle washington firewallenglish,secur system creator jack stanfield cement reput man thought everyth crimin find way jack person life everyth jack hold dear suddenli stake
3600,4420,336004,Heist,17.476,notadult en action crime thriller robbery casino bushijacking heistenglish,father without mean pay daughter medic treatment last resort partner greedi rob casino thing go awri forc hijack citi bu
3601,4422,10628,Kangaroo Jack,21.564,notadult en action adventure comedy family crime australia moneydelivery fool hoodlum kangaroo liveactionandanimation alicespringsenglish,two childhood friend new york hairstylist musician get mob forc deliv australia thing go wrong money lost wild kangaroo
3602,4425,7183,Perfect Stranger,19.676,notadult en thriller crime mystery senseofguilt staging sexscandal seduction expiation murderenglish,journalist goe undercov ferret businessman harrison hill best friend killer pose one temp enter game onlin
3603,4428,488,The African Queen,17.167,notadult en romance adventure worldwari faith africa missionary boat river hope patriotism hippopotamus giraffe methodistchurch animalspecies moqukito boatwedding leech gin tanzania congo manwomanrelationship technicolorenglish swahili,start first world war middl africa nowher gin soak riverboat captain persuad missionari go river german warship
3604,4430,44639,Inside Job,15.381,notadult en documentary banker corruption capitalism globalization bank crisis fraud banking wallstreet globaleconomy finances money economics financialcrisis stockmarket corporationenglish,film expos shock truth behind econom crisi global financi meltdown cost 20 trillion result million peopl lose home job extens research interview major financi insid politician journalist insid job trace rise rogu industri unveil corros relationship corrupt polit regul academia
3605,4431,284276,Cake,17.756,notadult en drama depression suicide supportgroup widower grieving chronicpainspanish english,vision member support group kill woman also suffer chronic pain seek widow suicid
3606,4434,8398,The Hitcher,16.194,notadult en horror crime thriller gasstation psychopath shotgun newmexico deputysheriff carcrash roadtrip remake hitchhiker seriesofmurders policestation desertenglish,drive new mexico desert raini night colleg student jim halsey girlfriend grace andrew give ride hitchhik john ryder car stranger prove psychopath threaten young coupl knife jim succe throw car road next morn young coupl see john anoth car
3607,4435,297556,Justice League: Throne of Atlantis,51.227,notadult en sciencefiction action animation adventure cartoon basedoncomic superpower superheroteam dcanimatedmovieuniverseenglish,event justic leagu war ocean master black manta declar war surfac retali aftermath darkseid planetari invas queen atlanna seek son ocean master arthur curri aquat power knowledg atlantean heritag restor balanc live power understand see danger around curri take step embrac destini join justic leagu new teammat battl save earth total destruct
3608,4438,125509,Wrong Turn 5: Bloodlines,43.83,notadult en horror thriller smalltown mutant halloween forest westvirginia sequel slasher cannibal policeofficer survivalhorror voyeur powerplantenglish,small west virginia town host legendari mountain man festiv halloween throng costum parti goer gather wild night music mischief inbr famili hillbilli cannib kill fun trick treat group visit colleg student
3609,4440,675327,Shadow in the Cloud,29.992,notadult en horror action war worldwarii gremlin femalepilot womandirector flyingfortressenglish,wwii pilot travel top secret document fli fortress encount evil presenc board flight
3610,4441,9289,The Longest Day,19.056,notadult en war action drama steelhelmet resistance allies worldwarii normandy france basedontruestory historicalfiction soldierfrench english german,retel june 6 1944 perspect german us british canadian free french marshal erwin rommel tour defens establish part reich atlant wall note offic alli invas come must stop beach alli well german longest day
3611,4442,827,Diabolique,15.292,notadult fr drama horror thriller wife lover(female) morgue swimmingpool gayinterest teacher plangonewrong mistress frenchnoir boys'boardingschool headmaster philanderer mischievouschildren missingbody abusivehusband abusedwife wickertrunk frightenedwomanenglish french,cruel abus headmast board school michel delassal murder unlik duo meek wife mistress brazenli flaunt women becom increasingli unhing seri odd occurr delassal corps mysteri disappear
3612,4444,1710,Copycat,15.805,notadult en thriller crime mystery policebrutality psychology policeoperation policeprotection psychologist serialkiller cowardlinessgerman english italian,agoraphob psychologist femal detect must work togeth take serial killer copi serial killer past
3613,4445,9043,The Family Stone,16.541,notadult en comedy drama romance marriageproposal holiday bigfamily terminalillness connecticut familyrelationships fallinginlove engagementring christmas christmastradition christmasromance christmasdinner christmaspresentenglish,uptight conserv businesswoman accompani boyfriend eccentr outgo famili annual christma celebr find fish water way life
